"","143B-CA1-1","143B-DG-1","144B-CA1-1","144B-CA3-1","145B-CA1-1","145B-DG-1","146B-CA1-2","146B-CA3-2","146B-DG-2","147-CA1-4","147-CA3-4","147-DG-4","148-CA1-2","148-CA3-2","148-DG-2","148B-CA1-4","148B-CA3-4","148B-DG-4"
"Sap18",57,68,143,59,70,51,57,94,0,4,63,15,111,139,46,16,177,29
"Sap18b",126,119,120,39,50,47,37,117,2,0,42,0,35,131,25,12,187,23
"Sap25",15,24,24,0,32,11,0,6,0,0,0,0,45,0,48,0,0,0
"Sap30",2,12,17,2,9,8,18,33,1,0,0,0,0,10,23,0,25,14
"Sap30bp",59,73,140,38,116,95,19,44,1,0,50,1,63,101,55,0,131,41
"Sap30l",37,49,64,11,43,15,14,35,0,0,0,0,15,70,41,7,38,33
"Sapcd1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sapcd2",5,0,9,0,8,3,5,0,0,0,0,0,0,2,0,0,4,0
"Sar1a",197,247,262,134,189,123,89,204,11,10,16,3,145,369,256,53,440,83
"Sar1b",81,72,149,22,131,40,31,89,1,4,50,0,115,82,76,6,138,44
"Saraf",339,431,467,220,365,176,148,659,27,35,185,37,344,673,462,59,1233,176
"Sardh",22,24,16,19,73,12,4,19,0,0,0,1,14,30,24,0,11,7
"Sarm1",115,112,136,125,122,56,47,104,0,18,60,2,94,143,58,9,231,67
"Sarnp",7,63,42,42,4,0,18,30,0,0,3,0,49,32,9,0,48,31
"Sars",225,255,323,203,261,181,115,325,7,55,112,3,288,324,229,23,689,106
"Sars2",10,36,32,4,21,16,6,24,6,12,13,0,14,11,18,1,42,2
"Sart1",157,278,189,22,183,122,104,171,5,15,50,2,181,148,134,2,288,61
"Sart3",133,205,138,64,102,130,44,90,3,5,21,1,96,156,162,5,221,70
"Sash1",241,77,347,123,290,63,146,107,5,1,46,11,149,127,39,24,170,39
"Sash3",0,0,8,4,11,0,1,8,0,0,0,0,7,0,0,0,0,1
"Sass6",2,9,0,0,0,21,3,5,0,0,0,0,0,19,18,0,12,0
"Sat1",66,63,111,77,58,64,26,80,3,0,8,13,88,65,69,25,97,32
"Sat2",19,22,4,5,15,7,10,11,2,0,0,0,0,26,35,0,37,9
"Satb1",148,108,123,130,133,97,47,82,1,0,11,1,103,89,86,3,120,45
"Satb2",70,1,158,0,99,0,110,0,0,7,0,0,61,0,1,28,0,17
"Satl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sav1",11,42,44,21,54,19,6,11,0,0,19,0,1,37,45,0,67,8
"Saxo1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saxo2",7,0,0,0,0,7,6,5,0,1,0,0,10,0,22,0,12,3
"Saysd1",8,19,12,15,3,11,7,24,0,0,0,0,17,11,24,0,8,9
"Sbds",89,90,121,57,47,43,33,71,0,7,25,0,84,75,58,9,135,16
"Sbf1",586,1261,868,269,965,1027,387,658,69,26,81,46,618,842,1283,90,1180,354
"Sbf2",139,203,252,68,279,181,157,151,10,0,0,27,88,86,238,48,130,80
"Sbk1",347,160,670,64,469,62,148,175,2,1,35,1,304,110,75,32,169,43
"Sbk2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sbk3",3,7,0,3,0,4,1,2,0,0,0,0,2,0,11,0,0,1
"Sbno1",280,362,454,157,279,365,236,268,10,8,66,26,294,415,425,90,646,175
"Sbno2",61,130,62,27,31,104,43,67,2,0,0,0,35,39,163,0,78,25
"Sbp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sbpl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sbsn",2,18,3,0,8,17,5,19,1,0,34,0,0,4,0,0,23,7
"Sbspon",2,2,0,0,0,1,0,7,0,0,0,0,0,0,5,0,3,0
"Sc5d",30,61,49,59,24,45,21,91,6,23,6,0,89,144,44,17,181,24
"Scaf1",361,372,428,203,434,225,225,430,9,19,58,43,281,385,350,26,605,116
"Scaf11",89,157,142,54,57,114,63,140,2,1,0,17,106,75,105,21,155,52
"Scaf4",62,134,131,43,106,138,57,70,3,4,76,5,113,87,156,12,136,46
"Scaf8",99,159,192,46,100,145,88,94,5,0,69,16,75,86,233,8,130,44
"Scai",135,116,173,63,169,185,181,157,9,1,12,0,269,166,167,27,219,34
"Scamp1",383,336,599,275,441,280,223,792,14,27,128,11,451,622,437,36,1108,138
"Scamp2",13,41,35,8,12,32,15,11,0,0,0,21,51,32,38,0,57,11
"Scamp3",79,52,77,35,71,35,50,124,3,20,3,1,42,117,50,5,178,23
"Scamp4",77,41,89,36,111,53,38,103,2,0,42,0,6,118,14,2,249,37
"Scamp5",612,558,892,418,715,381,363,1134,14,53,291,3,597,1210,396,77,2101,250
"Scand1",120,75,66,26,69,46,14,60,1,0,26,2,56,60,49,3,116,30
"Scap",208,237,324,109,214,181,133,189,6,23,33,18,258,213,255,3,328,83
"Scaper",39,51,71,30,87,43,23,70,0,3,0,0,74,43,57,7,107,26
"Scara3",25,17,71,21,68,19,0,7,0,5,0,0,16,27,14,0,29,17
"Scara5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scarb1",96,119,156,16,43,78,38,39,5,17,14,6,72,52,74,21,104,32
"Scarb2",128,172,205,91,206,135,68,212,0,3,36,25,205,178,113,18,324,56
"Scarf1",0,10,0,0,0,11,1,3,0,0,0,0,14,16,9,0,8,0
"Scarf2",2,5,0,3,0,5,0,4,0,0,0,0,0,0,5,0,10,0
"Sccpdh",95,36,125,10,73,38,48,67,4,0,34,0,26,86,49,37,54,13
"Scd1",160,112,161,75,157,122,31,180,3,10,2,6,131,161,104,10,397,51
"Scd2",1379,1118,2104,1064,1934,878,704,1993,59,33,322,17,1444,2099,700,169,3428,518
"Scd3",7,16,17,0,6,9,7,13,1,0,0,0,0,10,0,10,12,7
"Scd4",0,9,0,0,13,0,0,0,0,0,0,0,9,7,0,0,0,0
"Scel",0,7,2,0,3,4,3,8,0,0,0,0,1,0,0,0,0,0
"Scfd1",57,40,68,25,36,7,35,39,6,0,21,0,7,36,1,0,93,20
"Scfd2",22,26,8,20,30,12,20,7,1,0,19,0,77,19,44,2,60,25
"Scg2",276,596,603,117,184,359,188,239,17,37,109,9,390,297,422,32,793,190
"Scg3",209,206,436,109,423,156,101,215,3,26,19,1,377,199,137,60,481,121
"Scg5",348,80,498,120,303,44,124,290,2,46,136,12,239,370,142,25,584,55
"Scgb1a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b27",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1b7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb1c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb2b7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb3a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgb3a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scgn",0,2,0,1,0,5,0,0,0,0,11,0,0,8,5,0,0,2
"Schip1",365,364,379,212,327,153,153,466,26,86,127,20,225,510,302,80,692,132
"Scimp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scin",3,12,4,7,26,6,6,16,0,0,9,0,9,36,3,0,42,5
"Sclt1",10,7,25,6,16,11,2,15,0,0,1,0,12,35,19,0,17,7
"Scly",20,29,30,20,14,27,8,39,0,0,0,1,22,54,33,10,43,3
"Scmh1",124,97,156,26,67,93,52,96,3,0,0,1,140,122,128,17,166,25
"Scml2",0,3,2,0,1,1,0,3,0,0,0,0,0,2,0,0,2,1
"Scml4",2,3,7,18,14,4,3,22,0,0,19,1,20,2,3,0,25,0
"Scn10a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scn11a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scn1a",152,136,283,103,182,81,216,490,16,1,86,2,315,368,182,32,561,71
"Scn1b",1400,653,1777,800,1435,410,594,1877,32,46,577,20,1257,1889,395,75,3217,378
"Scn2a1",424,622,616,309,550,671,644,607,44,71,137,4,732,712,531,118,1227,231
"Scn2b",627,418,983,391,725,266,412,802,16,36,189,38,513,802,267,95,1263,178
"Scn3a",76,324,113,19,70,266,92,63,3,3,6,22,47,103,380,4,134,45
"Scn3b",1168,803,2053,295,1331,510,875,349,38,86,80,33,1200,259,859,151,656,288
"Scn4a",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scn4b",222,1,190,10,200,1,87,82,0,2,59,0,126,31,0,11,49,7
"Scn5a",0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,1
"Scn7a",1,0,0,0,0,0,0,4,0,0,1,0,0,7,0,0,22,3
"Scn8a",1321,1190,2176,639,1467,1122,1191,1755,71,83,419,37,1658,1670,1692,305,2970,483
"Scn9a",0,0,0,2,0,0,2,1,0,0,0,0,3,5,0,0,2,1
"Scnm1",23,34,46,15,13,5,12,26,0,3,17,0,16,39,42,0,48,7
"Scnn1a",0,18,0,0,0,13,1,2,0,0,0,0,0,0,34,0,1,14
"Scnn1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scnn1g",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sco1",0,18,20,10,0,11,18,23,1,0,3,24,1,18,0,0,13,1
"Sco2",11,20,23,9,0,0,20,19,0,0,25,18,0,6,9,0,47,0
"Scoc",189,189,365,144,223,132,87,249,22,13,83,2,223,365,145,56,315,94
"Scp2",119,116,131,44,220,121,68,98,4,0,25,2,231,153,127,9,179,65
"Scp2d1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scpep1",12,25,3,13,19,8,6,16,1,16,0,0,0,15,45,0,53,2
"Scrg1",13,20,42,6,14,18,6,8,0,0,0,0,22,1,0,2,42,5
"Scrib",54,197,107,27,69,124,61,119,6,6,9,1,56,134,154,14,162,52
"Scrn1",225,281,303,114,311,150,141,377,7,10,109,26,307,334,286,23,550,85
"Scrn2",7,0,13,1,0,2,2,0,0,0,0,0,25,1,0,0,7,6
"Scrn3",63,66,64,21,42,28,25,30,4,8,0,4,58,123,30,13,98,29
"Scrt1",275,184,465,124,261,118,126,264,6,7,43,2,200,229,145,26,270,61
"Scrt2",41,128,61,39,6,60,7,162,5,1,39,2,28,101,50,1,120,28
"Sct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Sctr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"Scube1",16,0,93,110,92,0,47,248,2,0,27,0,71,220,0,5,382,30
"Scube2",1,0,0,15,12,0,4,8,0,0,1,0,0,0,0,0,7,2
"Scube3",8,18,11,14,0,27,1,11,0,0,0,0,7,12,20,0,25,6
"Scx",0,6,0,0,0,9,9,2,0,0,0,0,0,6,1,0,8,0
"Scyl1",88,110,125,58,64,103,29,131,4,0,29,0,79,132,159,11,210,42
"Scyl2",30,64,85,34,14,99,40,94,3,0,1,25,34,86,87,4,140,14
"Scyl3",68,75,97,42,96,57,17,63,3,0,13,1,84,31,50,16,69,38
"Sdad1",29,39,40,15,43,47,19,40,6,9,39,0,37,55,66,8,92,28
"Sdc1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Sdc2",40,30,53,3,14,32,11,38,1,0,0,1,0,38,41,9,58,14
"Sdc3",264,352,428,155,345,209,129,402,19,0,75,20,297,293,330,45,633,88
"Sdc4",75,97,123,20,148,63,49,37,4,0,62,6,31,44,35,24,96,34
"Sdcbp",376,487,496,335,351,357,233,642,32,38,129,35,452,823,639,99,845,239
"Sdcbp2",0,4,0,0,0,1,8,8,0,0,0,0,0,5,21,0,7,2
"Sdccag3",163,236,258,92,118,197,57,169,7,11,98,2,82,176,317,5,206,90
"Sdccag8",40,60,57,62,60,65,24,67,0,1,6,0,66,69,67,0,80,19
"Sde2",75,71,50,26,71,41,18,72,4,0,0,0,75,49,174,0,64,19
"Sdf2",66,85,115,34,58,47,39,86,9,1,21,0,74,81,90,13,137,36
"Sdf2l1",11,31,23,5,19,16,2,11,1,5,0,33,17,25,2,0,46,12
"Sdf4",366,381,646,186,506,361,187,354,20,5,65,1,335,449,388,34,771,188
"Sdha",581,559,793,398,601,536,273,761,42,23,286,68,492,1035,674,69,1534,249
"Sdhaf1",33,28,18,18,21,19,7,22,0,0,0,0,42,21,0,0,23,18
"Sdhaf2",63,74,131,28,64,34,44,98,0,12,78,2,86,54,78,12,135,32
"Sdhaf3",13,19,19,3,29,1,9,11,1,0,19,0,7,21,8,6,24,21
"Sdhaf4",11,18,17,33,7,25,2,53,0,5,0,0,2,29,16,0,75,3
"Sdhb",135,127,211,99,90,44,61,180,2,12,74,3,99,189,232,25,346,45
"Sdhc",159,126,119,51,122,43,66,176,16,0,24,1,121,138,150,20,183,41
"Sdhd",81,98,180,73,145,53,30,172,10,0,59,1,59,160,65,9,197,44
"Sdk1",1,3,3,6,0,8,13,16,1,0,0,0,7,61,2,0,34,3
"Sdk2",2,76,27,11,28,3,14,39,0,3,0,0,70,68,9,8,86,7
"Sdpr",5,12,15,0,1,2,4,25,0,0,0,0,2,7,0,0,9,0
"Sdr16c5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sdr16c6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sdr39u1",49,78,63,44,46,23,41,83,0,0,0,34,79,52,126,0,146,28
"Sdr42e1",0,11,4,4,6,8,1,8,0,0,0,0,7,3,5,0,35,2
"Sdr9c7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sds",3,13,6,7,1,16,0,7,0,0,0,0,0,2,20,0,4,3
"Sdsl",6,1,6,0,3,0,0,2,0,0,0,0,0,5,0,0,3,0
"Sebox",27,0,40,2,27,0,6,20,0,0,12,0,0,28,0,0,39,2
"Sec1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Sec11a",28,48,63,19,19,16,11,21,0,0,17,0,38,47,13,0,78,6
"Sec11c",46,67,100,50,54,43,22,67,1,1,11,0,83,70,100,0,103,30
"Sec13",55,135,91,16,68,31,61,89,4,1,67,0,45,112,130,13,91,57
"Sec14l1",706,725,1172,128,976,564,539,488,19,39,46,5,897,487,1040,108,772,208
"Sec14l2",97,220,165,81,144,154,57,227,7,11,61,0,116,174,231,42,282,59
"Sec14l3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
"Sec14l4",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
"Sec14l5",2,8,2,9,0,17,0,22,1,0,8,0,0,10,0,0,13,3
"Sec16a",230,196,199,74,193,249,145,184,10,42,44,12,148,169,370,9,237,69
"Sec16b",0,4,0,0,3,5,0,0,0,0,62,0,0,7,0,0,5,1
"Sec22a",17,37,47,18,17,3,3,22,0,12,0,0,20,38,25,2,34,18
"Sec22b",146,180,135,67,133,68,36,117,4,17,7,1,88,163,192,11,171,40
"Sec22c",67,84,74,43,70,114,71,67,1,8,14,47,154,92,104,16,103,35
"Sec23a",187,193,262,146,209,148,143,239,18,12,53,12,262,233,428,66,435,123
"Sec23b",43,38,59,32,86,41,56,57,0,5,21,38,90,89,51,1,137,45
"Sec23ip",83,161,109,40,135,92,49,84,2,11,0,6,134,135,246,12,191,47
"Sec24a",52,86,99,24,61,35,59,47,1,6,12,0,11,54,95,22,69,11
"Sec24b",125,168,270,57,133,166,71,84,6,11,41,1,96,204,173,15,190,36
"Sec24c",163,210,308,77,277,157,106,193,5,8,61,1,164,186,227,21,322,66
"Sec24d",12,92,15,13,18,105,16,58,3,0,0,0,9,25,66,0,49,17
"Sec31a",155,215,440,126,136,158,190,263,3,8,72,19,231,228,113,51,345,83
"Sec31b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sec61a1",122,143,171,76,140,137,66,207,7,28,22,1,241,164,207,1,301,58
"Sec61a2",96,182,111,51,91,128,47,164,13,0,25,1,62,194,190,6,334,44
"Sec61b",16,46,47,2,17,31,2,32,5,0,22,2,20,47,36,4,20,18
"Sec61g",48,66,22,10,36,28,6,41,0,0,0,0,36,31,50,3,30,7
"Sec62",165,257,324,105,227,166,147,338,14,1,42,2,190,309,207,99,552,91
"Sec63",108,192,194,71,162,150,96,174,14,1,7,2,99,180,193,8,259,75
"Secisbp2",26,63,35,8,100,37,40,39,4,0,0,1,37,36,89,7,46,15
"Secisbp2l",296,231,365,103,391,250,236,206,1,24,57,28,324,172,322,47,330,117
"Sectm1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sectm1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seh1l",91,102,102,36,96,34,41,92,5,6,19,1,57,99,58,10,99,28
"Sel1l",380,288,574,164,344,240,309,501,10,12,160,5,528,495,181,96,867,126
"Sel1l2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sel1l3",68,47,91,37,114,20,92,245,3,0,22,2,150,159,21,24,322,19
"Sele",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Selenbp1",6,13,0,3,9,20,0,7,0,0,0,0,0,0,0,0,13,3
"Selenbp2",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Selk",68,82,199,71,93,84,38,199,3,23,26,1,117,93,113,8,307,41
"Sell",0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0
"Selm",128,238,187,58,94,102,50,178,16,2,26,7,71,153,179,20,224,76
"Selo",62,35,66,42,62,29,20,74,2,22,10,0,56,110,90,2,128,15
"Selp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selplg",45,40,37,15,67,27,18,6,2,0,13,0,49,3,6,0,61,4
"Selt",235,277,362,186,289,178,208,396,6,19,75,76,345,323,289,72,478,127
"Sema3a",8,6,29,0,10,0,21,0,1,0,0,2,28,4,0,2,1,0
"Sema3b",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5
"Sema3c",67,143,30,15,101,30,15,64,2,12,0,0,9,41,95,9,92,38
"Sema3d",26,12,4,0,0,0,2,20,0,0,0,1,1,10,0,0,82,3
"Sema3e",161,14,284,121,182,1,201,238,1,15,61,1,227,223,5,17,412,34
"Sema3f",12,14,14,16,0,3,11,12,7,0,21,16,7,20,29,6,28,4
"Sema3g",10,0,0,0,0,2,8,12,0,0,0,0,9,1,0,0,11,0
"Sema4a",31,17,50,67,67,16,11,118,0,0,38,0,20,126,14,2,224,16
"Sema4b",26,23,33,30,43,37,16,82,1,0,0,0,161,107,57,6,93,12
"Sema4c",65,49,83,13,19,24,17,15,1,0,0,25,28,1,46,0,79,11
"Sema4d",65,140,36,47,76,70,14,82,2,0,0,1,59,92,99,6,107,24
"Sema4f",77,175,103,73,62,134,67,164,25,16,8,1,76,147,244,7,260,52
"Sema4g",16,33,20,15,28,14,14,46,1,1,12,1,26,66,0,0,48,7
"Sema5a",23,1095,1,193,22,940,38,41,60,0,1,3,9,42,875,8,114,157
"Sema5b",2,61,11,128,5,33,2,9,0,0,1,0,0,4,167,4,13,10
"Sema6a",14,15,15,6,22,13,2,82,0,0,10,0,15,49,1,0,59,12
"Sema6b",336,342,437,226,467,208,185,417,12,29,167,38,344,710,286,22,1070,170
"Sema6c",256,86,327,28,284,42,91,72,1,27,0,0,150,53,46,14,100,26
"Sema6d",79,302,119,60,16,275,51,111,4,0,0,19,125,107,240,17,73,51
"Sema7a",337,511,394,155,453,335,201,213,9,22,104,36,271,302,413,44,394,162
"Senp1",5,30,29,6,21,28,15,28,2,0,8,0,66,10,32,14,49,5
"Senp2",220,237,265,115,259,152,96,174,14,23,92,11,202,186,247,24,254,56
"Senp3",182,213,214,71,141,117,56,107,1,0,65,4,98,165,276,31,226,73
"Senp5",67,35,112,28,35,60,43,72,0,0,32,1,22,80,22,10,96,16
"Senp6",100,134,154,36,122,163,78,94,10,10,24,0,133,109,170,2,220,44
"Senp7",113,133,168,42,66,159,88,90,12,22,53,26,167,58,231,15,149,71
"Senp8",15,9,9,21,18,9,3,24,2,0,0,0,0,11,33,6,9,5
"Sep15",132,202,317,117,184,124,56,273,6,29,88,24,102,284,146,11,460,75
"Sephs1",24,57,43,43,77,21,20,23,0,0,10,0,61,42,49,3,35,10
"Sephs2",60,77,135,27,74,34,47,44,7,0,22,1,67,80,93,9,108,30
"Sepn1",27,49,22,12,17,35,14,18,0,0,0,0,0,14,74,9,29,10
"Sepp1",225,127,336,70,246,63,37,140,6,1,46,1,135,123,84,19,303,55
"Sepsecs",23,45,34,19,20,36,2,17,0,0,0,0,18,10,50,7,43,13
"Sept1",4,3,11,0,0,0,0,0,0,0,17,0,0,2,0,4,5,1
"Sept10",5,6,0,0,0,3,0,0,0,0,0,0,21,0,0,0,6,1
"Sept11",150,267,203,67,194,299,84,141,38,5,28,11,161,133,334,35,151,80
"Sept12",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sept14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sept2",44,118,114,53,81,92,31,107,6,4,19,1,134,73,140,24,110,31
"Sept3",1036,1547,1275,694,1008,1188,440,1221,98,78,446,79,1001,1473,1713,157,1822,480
"Sept4",148,42,170,44,125,44,42,159,0,8,41,1,194,143,59,1,183,27
"Sept5",543,1832,835,658,792,1255,371,1340,85,30,385,112,659,1337,2582,69,2003,669
"Sept6",195,22,353,186,217,21,137,113,6,56,23,0,285,85,56,79,116,27
"Sept7",285,312,546,262,331,168,178,455,15,7,89,1,346,473,296,60,765,116
"Sept8",342,365,557,326,526,182,235,785,8,48,279,4,469,934,398,79,1349,176
"Sept9",264,80,401,46,306,50,186,371,4,9,106,23,360,377,97,51,571,81
"Sepw1",1367,697,1509,748,1145,319,321,1477,36,42,970,29,766,1554,564,179,2252,464
"Serac1",13,63,38,39,0,76,27,48,4,0,31,2,34,24,22,13,69,13
"Serbp1",389,496,502,223,417,412,305,436,35,28,171,74,519,557,592,114,728,241
"Serf1",11,16,5,8,6,6,0,5,0,0,0,0,5,5,5,0,12,0
"Serf2",155,293,234,88,197,88,75,181,30,6,150,1,173,188,181,36,284,77
"Sergef",10,19,50,4,26,18,17,47,0,18,0,0,11,23,62,8,36,11
"Serhl",3,1,4,2,21,0,0,0,0,0,0,1,10,0,1,20,6,0
"Serinc1",1436,1240,2226,1197,1664,822,777,2693,69,139,628,124,1986,2987,1256,314,4637,554
"Serinc2",45,47,45,1,16,3,29,52,4,0,16,0,6,56,13,4,49,8
"Serinc3",365,363,534,204,611,320,152,462,17,21,76,35,323,378,427,55,744,184
"Serinc4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serinc5",89,200,194,42,119,151,48,168,1,18,1,10,135,213,123,20,203,62
"Serp1",76,73,91,45,120,25,20,87,9,19,22,12,82,53,81,32,99,25
"Serp2",53,70,159,72,98,44,35,123,1,14,72,0,59,144,118,18,150,46
"Serpina10",0,6,0,0,0,2,1,8,2,0,0,0,0,0,0,0,3,0
"Serpina11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina12",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina16",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina1e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina1f",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina3a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina3c",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0
"Serpina3f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina3g",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0
"Serpina3i",0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Serpina3j",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina3k",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina3m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina3n",125,153,116,65,149,62,63,169,5,13,39,2,162,161,46,4,278,46
"Serpina5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serpina9",0,0,1,0,0,2,0,1,0,0,2,1,0,0,9,0,0,0
